idA	idB	O	OHA	OHB	OLA	OLB	K
62512	70543	N	-62	-62	188	188	0
83602	101323	N	99	98	152	152	3
83602	20726	N	84	83	167	167	3
83602	40041	N	207	204	44	44	0
8968	52278	N	101	99	150	150	0
101819	98121	N	82	82	168	168	0
101819	32396	N	-40	-41	209	209	4
7603	37223	N	223	224	27	27	0
7603	88668	N	92	92	158	158	0
66188	56278	N	200	199	51	51	1
66188	35384	N	106	102	145	145	1
34186	41399	N	162	158	88	88	0
47389	1294	N	177	173	74	74	0
58838	96313	N	93	93	158	158	1
58838	56564	N	212	212	39	39	0
58838	28625	N	202	201	49	49	0
58838	75753	N	-47	-48	203	203	0
96313	56564	N	119	119	132	132	0
96313	75753	N	-140	-141	110	110	1
55934	60230	N	-108	-108	143	143	1
67029	25006	N	171	171	80	80	0
67029	41924	N	191	191	60	60	1
67029	99761	N	230	230	21	21	0
88439	47311	N	-15	-15	236	236	0
44396	8742	N	32	31	219	219	0
45905	61072	N	224	224	27	27	0
45905	92600	N	65	64	186	186	1
45905	56278	N	35	34	216	216	1
45905	107175	N	65	64	186	186	1
81357	72441	N	-162	-162	88	88	1
69494	5364	N	-215	-214	36	36	0
69494	70111	N	-186	-187	63	63	0
69494	84445	N	114	115	136	136	0
60230	55415	N	207	207	44	44	0
79560	101323	N	55	54	196	196	0
79560	20726	N	40	39	211	211	0
79560	40041	N	163	160	88	88	0
103306	83972	N	-192	-190	59	59	0
25946	13620	N	-117	-118	133	133	1
25946	9345	N	-50	-50	201	201	1
15700	92610	N	146	146	105	105	0
15700	49992	N	-52	-52	199	199	1
23829	48174	N	-173	-170	78	78	0
56065	47264	N	-12	-12	239	239	4
56065	58337	N	156	154	95	95	0
25006	41924	N	20	20	231	231	1
25006	84763	N	231	230	20	20	0
25006	100935	N	194	194	57	57	0
25006	99761	N	59	59	192	192	0
80321	47848	N	-43	-42	208	208	4
101231	46321	N	181	176	70	70	0
85035	3017	N	78	77	173	173	1
28667	49629	N	-68	-66	183	183	0
4550	52754	N	-1	-2	249	249	2
4550	28442	N	-147	-149	102	102	2
13620	9345	N	67	68	183	183	1
13620	15601	N	44	41	206	206	3
13620	13598	N	95	95	155	155	2
13620	58337	N	-78	-79	171	171	3
13620	36943	N	36	37	214	214	3
49781	61893	N	172	171	79	79	0
50717	15601	N	-139	-143	108	108	1
50717	84558	N	108	107	143	143	0
50717	13598	N	-88	-89	162	162	1
50717	36943	N	-147	-147	104	104	1
101966	89186	N	162	161	89	89	0
101323	20726	N	-15	-15	235	235	0
101323	40041	N	108	106	142	142	0
98121	32396	N	-122	-123	127	127	1
56564	52278	N	-224	-226	25	25	0
20111	55470	N	64	70	179	179	3
20111	102740	N	-90	-82	161	161	0
9324	103609	N	0	0	249	249	1
61072	41924	N	191	191	60	60	1
61072	92600	N	-159	-160	91	91	1
61072	56278	N	-189	-190	61	61	0
61072	107175	N	-159	-160	91	91	0
61072	87140	N	46	46	205	205	0
41924	14000	N	183	183	68	68	1
41924	84763	N	211	210	40	40	0
41924	100935	N	174	174	77	77	0
41924	86858	N	223	222	28	28	0
41924	87140	N	-145	-145	106	106	1
41924	99761	N	39	39	212	212	1
71732	107234	N	-151	-150	99	99	1
60765	40041	N	-214	-217	34	34	0
23338	76041	N	-69	-70	181	181	3
23338	37223	N	-119	-119	132	132	0
28625	64008	N	178	179	72	72	0
28625	52278	N	-214	-215	35	35	0
28625	106464	N	70	71	180	180	0
20726	40041	N	123	121	127	127	0
36852	67648	N	-50	-50	201	201	3
36852	10143	N	222	222	29	29	0
36852	75753	N	209	208	42	42	0
76041	37223	N	-50	-49	201	201	4
64008	106464	N	-108	-108	143	143	1
86601	47320	N	164	166	85	85	1
86601	102740	N	173	175	76	76	1
37223	88668	N	-131	-132	119	119	0
66222	4927	N	214	214	37	37	0
66222	86834	N	78	77	173	173	0
52754	28442	N	-146	-147	103	103	1
92610	49992	N	-198	-198	53	53	0
92610	84993	N	-199	-199	52	52	0
14000	80079	N	186	186	65	65	0
14000	44246	N	28	27	223	223	2
14000	86858	N	40	39	211	211	4
14000	99761	N	-144	-144	107	107	2
92600	56278	N	-30	-30	220	220	0
92600	107175	N	0	0	250	250	1
9345	84558	N	224	223	27	27	0
9345	58337	N	-145	-147	104	104	2
15601	13598	N	51	54	196	196	0
15601	58337	N	-122	-120	127	127	2
15601	36943	N	-8	-4	243	243	0
76162	84763	N	160	160	90	90	1
76162	86858	N	172	172	78	78	1
76162	87140	N	-196	-195	55	55	1
76162	63977	N	139	139	111	111	2
70305	13990	N	91	92	159	159	1
14869	72441	N	43	43	207	207	0
4927	86834	N	-136	-137	114	114	0
84558	13598	N	-196	-196	54	54	0
84558	47320	N	185	186	65	65	1
96202	67648	N	212	212	39	39	0
96202	12222	N	-123	-123	128	128	0
96202	55811	N	-25	-25	226	226	0
96202	45568	N	51	51	200	200	1
1050	12222	N	-28	-28	223	223	3
1050	46853	N	-144	-144	107	107	0
1050	45568	N	146	146	105	105	1
61893	75080	N	188	189	62	62	1
61893	42495	N	160	161	90	90	1
78341	15175	N	-72	-73	178	178	1
56278	107175	N	30	30	220	220	0
61051	84445	N	-229	-228	22	22	0
67648	45568	N	-161	-161	90	90	0
12222	55811	N	98	98	153	153	0
12222	45568	N	174	174	77	77	1
96180	54857	N	15	15	236	236	1
55470	12877	N	111	112	138	138	1
55470	102740	N	-154	-152	97	97	0
47264	58337	N	168	166	83	83	1
84763	100935	N	-37	-36	214	214	3
84763	86858	N	12	12	238	238	4
84763	20341	N	98	97	152	152	3
84763	99761	N	-172	-171	79	79	1
47848	5890	N	-27	-27	224	224	0
80079	44246	N	-158	-159	92	92	0
80079	100935	N	-195	-195	56	56	0
80079	63977	N	-179	-180	71	71	1
44246	63977	N	-21	-21	229	229	3
100935	86858	N	49	48	202	202	2
100935	20341	N	135	133	116	116	1
100935	99761	N	-135	-135	116	116	0
76069	65411	N	122	124	125	125	0
13598	58337	N	-173	-174	76	76	1
13598	36943	N	-59	-58	192	192	0
46853	20341	N	-229	-231	20	20	0
107175	87140	N	205	206	45	45	0
86858	20341	N	86	85	164	164	0
86858	99761	N	-184	-183	67	67	1
86858	63977	N	-33	-33	217	217	3
75080	42495	N	-28	-28	223	223	3
11302	68692	N	105	104	146	146	1
75101	102740	N	-222	-221	29	29	0
56109	56326	N	-57	-58	193	193	2
58337	36943	N	114	116	135	135	2
48228	11959	N	180	184	67	67	0
70747	58851	N	78	78	173	173	1
55811	45568	N	76	76	175	175	1
87140	99761	N	184	184	67	67	1
