idA	idB	O	OHA	OHB	OLA	OLB	K
67005	9183	N	-64	-63	187	187	0
67005	58623	N	58	59	192	192	0
67005	50806	N	170	171	80	80	0
67005	3308	N	166	167	84	84	0
46335	106643	N	-112	-114	137	137	1
83453	7209	N	-152	-152	98	98	0
83453	17115	N	61	61	189	189	0
83453	45365	N	-150	-149	101	101	0
83453	69842	N	-150	-149	101	101	1
83453	76040	N	-152	-152	98	98	0
83453	25923	N	-150	-149	101	101	0
83453	46333	N	134	135	116	116	0
83453	86421	N	-137	-136	114	114	0
54236	23827	N	-33	-37	214	214	0
54236	106983	N	-155	-156	95	95	0
54236	7127	N	-53	-55	196	196	1
54236	8516	N	119	119	132	132	1
57962	5423	N	141	139	110	110	0
57962	97472	N	107	106	144	144	0
57962	35584	N	76	76	175	175	0
106899	14034	N	-67	-68	183	183	1
106899	63932	N	106	106	145	145	0
106899	6741	N	68	68	183	183	0
106899	79926	N	-126	-126	125	125	0
106899	78520	N	-124	-124	127	127	1
106899	67563	N	-37	-37	214	214	0
106899	82582	N	170	170	81	81	0
106899	67895	N	162	161	89	89	0
106899	58623	N	-78	-78	173	173	0
106899	50806	N	34	34	217	217	0
106899	3308	N	30	30	221	221	0
90908	81853	N	54	54	197	197	1
97343	30580	N	45	45	206	206	2
97343	38506	N	-81	-82	169	169	1
97343	41334	N	-116	-117	134	134	0
97343	61634	N	61	61	190	190	1
97343	96742	N	50	48	201	201	2
97343	93895	N	-64	-64	187	187	0
70950	28503	N	61	61	190	190	0
70950	47647	N	-43	-43	208	208	1
70950	61453	N	71	71	180	180	0
70950	98893	N	149	149	102	102	0
70950	67595	N	27	27	224	224	1
70950	18461	N	-164	-165	86	86	1
70950	61219	N	-167	-167	84	84	1
70950	39927	N	-160	-161	90	90	1
70950	49036	N	-87	-88	163	163	1
100871	90480	N	160	163	88	88	0
100871	55612	N	163	166	85	85	0
104167	11887	N	69	69	181	181	2
104167	67470	N	-39	-39	211	211	2
14528	46745	N	125	123	126	126	1
14528	86443	N	66	66	185	185	0
14528	50177	N	148	148	103	103	1
14528	96906	N	-28	-28	223	223	0
61622	69842	N	59	59	192	192	2
61622	1050	N	-36	-36	215	215	0
61622	86421	N	72	72	179	179	2
61622	39083	N	155	155	96	96	1
92678	7209	N	-81	-82	169	169	1
92678	45365	N	-79	-79	172	172	1
92678	69842	N	-79	-79	172	172	2
92678	76040	N	-81	-82	169	169	1
92678	32665	N	-151	-151	100	100	1
92678	25923	N	-79	-79	172	172	1
92678	86421	N	-66	-66	185	185	1
92678	39083	N	17	17	234	234	0
85125	75731	N	-41	-50	200	200	0
85125	69258	N	-48	-48	202	202	0
85125	37695	N	151	152	99	99	0
85125	23643	N	57	58	193	193	0
71780	13377	N	171	170	80	80	0
71780	23181	N	158	156	93	93	1
71780	59542	N	92	92	159	159	1
71780	76029	N	21	17	230	230	1
64996	38833	N	135	135	114	114	0
64996	28170	N	-48	-46	203	203	0
7698	20260	N	-45	-44	206	206	0
7698	2088	N	-110	-109	141	141	0
103653	92027	N	-45	-45	206	206	0
103653	70304	N	-34	-34	217	217	1
103653	5749	N	70	69	181	181	1
103653	94056	N	-143	-143	108	108	0
103653	98478	N	-130	-134	117	117	0
103653	77254	N	63	63	188	188	2
100735	75644	N	12	13	238	238	2
100735	74145	N	59	59	191	191	2
100735	93684	N	-1	0	250	250	2
100735	61021	N	158	159	92	92	1
93263	25121	N	12	12	239	239	0
93263	1914	N	59	59	192	192	2
93263	104275	N	9	5	242	242	2
93263	31383	N	-30	-30	221	221	2
93263	6892	N	14	10	237	237	2
93263	68961	N	95	95	156	156	0
93441	47882	N	16	17	234	234	1
93441	41197	N	38	39	212	212	1
93441	102554	N	-38	-37	213	213	2
93441	41315	N	-40	-41	209	209	1
93441	58349	N	126	125	124	124	0
93441	9044	N	-161	-160	90	90	0
93441	77848	N	-9	-8	242	242	0
93441	11362	N	0	0	250	250	0
93441	38168	N	142	142	108	108	1
68306	76250	N	100	100	151	151	1
26891	100359	N	-105	-104	146	146	1
47882	41197	N	22	22	229	229	2
47882	41315	N	-56	-58	193	193	2
47882	58349	N	110	108	141	141	0
47882	77848	N	-25	-25	226	226	1
47882	11362	N	-16	-17	234	234	1
47882	38168	N	126	125	125	125	1
31540	58828	N	-115	-114	136	136	0
28022	93005	N	-60	-62	189	189	2
28022	40449	N	35	35	216	216	0
28022	69826	N	19	19	232	232	0
28022	68480	N	113	109	138	138	1
28022	87729	N	156	156	95	95	1
28022	10551	N	-82	-82	169	169	1
28022	105583	N	156	156	95	95	1
28022	40623	N	35	33	216	216	2
28022	60734	N	11	11	240	240	0
28022	53284	N	-84	-84	167	167	2
75334	75096	N	-49	-49	201	201	0
75334	4936	N	117	118	133	133	1
75334	87729	N	164	165	86	86	1
75334	5429	N	-44	-43	207	207	0
75334	80087	N	-76	-75	175	175	0
84732	63223	N	77	78	173	173	2
103019	20099	N	-167	-167	84	84	0
103019	86953	N	63	62	188	188	2
103019	32078	N	-30	-30	221	221	0
103019	47284	N	141	138	110	110	0
103019	55511	N	75	75	176	176	0
1213	22952	N	169	170	81	81	0
1213	37168	N	-97	-96	154	154	0
54650	86298	N	18	18	232	232	0
54650	71737	N	27	27	223	223	0
54650	23874	N	57	58	193	193	1
54650	24169	N	78	79	172	172	1
54650	25696	N	63	64	187	187	0
54650	3254	N	117	118	133	133	1
54650	94676	N	-70	-70	180	180	1
54650	103534	N	47	47	203	203	0
28361	3419	N	60	59	191	191	0
28361	11899	N	8	7	243	243	2
28361	3643	N	4	4	247	247	0
28361	15225	N	61	61	190	190	1
28361	39083	N	-166	-166	85	85	0
28361	8170	N	22	22	229	229	0
28361	64209	N	121	120	130	130	0
41451	12608	N	-84	-84	167	167	0
41451	8864	N	-127	-128	123	123	0
41451	88634	N	141	138	110	110	1
41451	66099	N	-40	-40	211	211	0
41451	3794	N	34	26	217	217	1
6438	78083	N	-18	-17	232	232	2
6438	70076	N	1	3	248	248	1
6438	78520	N	145	147	104	104	0
6438	9183	N	69	71	180	180	0
92027	70304	N	11	11	240	240	1
92027	5749	N	115	114	136	136	0
92027	94056	N	-98	-98	153	153	0
92027	98478	N	-85	-89	162	162	0
92027	64087	N	-136	-136	115	115	0
92027	104374	N	57	57	194	194	1
92027	77254	N	108	108	143	143	1
92027	57420	N	-144	-145	106	106	1
28584	85835	N	43	42	208	208	0
28584	19558	N	-51	-52	199	199	0
28584	89334	N	133	133	118	118	1
9817	53465	N	-23	-22	227	227	0
17149	39475	N	-64	-64	187	187	1
17149	14098	N	9	9	242	242	2
17149	87614	N	13	13	238	238	2
17149	41334	N	69	68	182	182	1
17149	93895	N	121	121	130	130	1
70304	5749	N	104	103	147	147	0
70304	94056	N	-109	-109	142	142	1
70304	98478	N	-96	-100	151	151	1
70304	64087	N	-147	-147	104	104	1
70304	104374	N	46	46	205	205	2
70304	77254	N	97	97	154	154	1
37870	84018	N	148	150	101	101	1
37870	67507	N	68	70	181	181	0
37870	82293	N	-153	-151	98	98	0
62649	56106	N	97	96	154	154	0
62649	61270	N	88	87	163	163	0
62649	84882	N	46	46	205	205	1
13562	31594	N	5	5	245	245	1
13562	38948	N	77	78	173	173	2
4221	82250	N	-123	-123	128	128	1
4221	78956	N	-96	-96	155	155	1
46926	94910	N	-145	-146	105	105	0
46926	35948	N	0	0	251	251	0
23064	60730	N	0	0	250	250	2
23064	45058	N	29	30	221	221	0
60934	47961	N	157	156	94	94	1
78529	40449	N	64	64	187	187	2
78529	18327	N	50	49	201	201	2
78529	68577	N	47	47	204	204	0
78529	68480	N	142	138	109	109	1
78529	83942	N	66	64	185	185	1
78529	40623	N	64	62	187	187	0
78529	48577	N	48	47	203	203	0
78529	53284	N	-55	-55	196	196	1
76159	10148	N	-5	-6	244	244	0
76159	817	N	-124	-123	127	127	0
76159	32260	N	2	3	248	248	0
76159	60464	N	146	143	104	104	0
1867	87366	N	-39	-39	212	212	2
1867	47647	N	118	118	133	133	1
1867	30737	N	-46	-46	205	205	0
1867	3094	N	-46	-46	205	205	0
1867	39927	N	1	0	250	250	3
1867	49036	N	74	73	177	177	2
49291	94402	N	-116	-116	135	135	1
49291	8778	N	-112	-112	139	139	0
49291	39913	N	-157	-157	94	94	1
49291	2151	N	-118	-118	133	133	0
49291	38984	N	157	157	94	94	0
49291	93410	N	-90	-91	160	160	0
11604	30767	N	-162	-164	86	86	1
11604	63223	N	90	91	160	160	0
11604	23551	N	-43	-42	208	208	1
80641	37851	N	-78	-77	173	173	0
80641	6380	N	-59	-58	192	192	1
80641	28786	N	8	8	242	242	0
80641	31214	N	93	93	157	157	0
73802	2281	N	156	156	94	94	1
73802	50976	N	163	163	87	87	0
73802	97050	N	156	156	94	94	0
73802	23458	N	14	12	236	236	1
73802	94026	N	-16	-15	235	235	2
73802	17835	N	-54	-53	197	197	1
73802	65353	N	155	155	95	95	1
31323	92498	N	-46	-42	205	205	1
31323	8421	N	-51	-49	198	198	0
31323	54651	N	-166	-162	85	85	1
14034	6741	N	135	136	115	115	1
14034	79926	N	-59	-58	192	192	2
14034	78520	N	-57	-56	194	194	2
14034	67563	N	30	31	220	220	2
14034	9183	N	-133	-132	118	118	0
14034	58623	N	-11	-10	240	240	1
14034	50806	N	101	102	149	149	1
14034	3308	N	97	98	153	153	1
72702	56460	N	124	124	127	127	0
70051	2584	N	0	0	251	251	1
13377	76029	N	-150	-153	97	97	0
7209	70407	N	-123	-122	128	128	0
7209	45365	N	2	3	248	248	0
7209	69842	N	2	3	248	248	2
7209	76040	N	0	0	250	250	0
7209	32665	N	-70	-69	181	181	2
7209	25923	N	2	3	248	248	0
7209	81144	N	-117	-117	133	133	0
7209	86421	N	15	16	235	235	0
7209	39083	N	98	99	152	152	0
10148	817	N	-119	-117	132	132	0
10148	32260	N	7	9	242	242	0
10148	60464	N	151	149	98	98	0
32037	60409	N	1	2	249	249	0
32037	25339	N	-37	-36	214	214	1
78129	78177	N	146	146	105	105	0
39475	14098	N	73	73	178	178	1
39475	87614	N	77	77	174	174	1
39475	38506	N	168	167	83	83	0
39475	41334	N	133	132	118	118	0
53933	85949	N	31	32	218	218	1
53933	69849	N	150	150	99	99	1
89644	10831	N	163	163	88	88	1
89644	63932	N	-162	-162	89	89	1
89644	82089	N	-32	-33	218	218	2
89644	21141	N	-39	-39	212	212	2
89644	565	N	-162	-162	89	89	0
2281	50976	N	7	7	243	243	1
60730	45058	N	29	30	221	221	0
60730	33410	N	-107	-107	143	143	0
91523	18327	N	55	55	195	195	2
91523	40623	N	69	68	181	181	2
91523	49989	N	52	53	198	198	1
91523	93052	N	143	144	107	107	1
85202	34860	N	138	138	112	112	1
84198	61946	N	65	66	185	185	1
35704	72345	N	167	165	83	83	0
35704	70208	N	164	164	86	86	0
28503	47647	N	-104	-104	147	147	0
28503	61453	N	10	10	241	241	0
28503	82658	N	155	155	96	96	0
28503	98893	N	88	88	163	163	0
28503	67595	N	-34	-34	217	217	1
28503	31329	N	160	160	91	91	1
28503	49036	N	-148	-149	102	102	0
50976	84882	N	-166	-165	85	85	1
87366	47647	N	157	157	94	94	0
87366	49036	N	113	112	138	138	1
94402	11568	N	90	83	161	161	1
94402	8778	N	4	4	247	247	2
94402	2151	N	-2	-2	249	249	2
94402	93410	N	26	25	225	225	2
31570	44939	N	-84	-83	167	167	2
31570	96446	N	160	161	90	90	1
14486	47647	N	121	122	129	129	1
14486	98938	N	-90	-89	161	161	1
14486	18461	N	0	0	250	250	2
14486	22158	N	77	77	173	173	2
14486	39927	N	4	4	246	246	2
14486	49036	N	77	77	173	173	1
27333	104275	N	8	4	243	243	2
27333	31383	N	-31	-31	220	220	2
27333	68961	N	94	94	157	157	0
75731	23643	N	98	108	143	143	0
77358	88271	N	0	0	251	251	0
77358	48352	N	79	79	172	172	0
70407	45365	N	125	125	126	126	0
70407	69842	N	125	125	126	126	1
70407	76040	N	123	122	128	128	0
70407	25923	N	125	125	126	126	0
70407	54651	N	-143	-143	108	108	1
70407	81144	N	6	5	245	245	1
70407	86421	N	138	138	113	113	0
70407	1310	N	125	125	126	126	1
93005	1849	N	-166	-164	85	85	1
93005	69826	N	79	81	170	170	2
93005	83942	N	97	97	152	152	1
93005	88634	N	-79	-80	169	169	0
93005	60734	N	71	73	178	178	2
93005	68436	N	-72	-70	179	179	1
97050	61270	N	-117	-117	133	133	0
97050	30580	N	17	18	233	233	1
97050	23458	N	-142	-144	106	106	0
97050	41334	N	-144	-144	106	106	1
97050	84882	N	-159	-158	92	92	1
97050	96742	N	22	21	228	228	1
97050	23643	N	-117	-116	134	134	1
90108	105553	N	13	13	237	237	0
82250	78956	N	27	27	224	224	0
82250	20962	N	-58	-59	192	192	0
40449	69826	N	-16	-16	235	235	0
40449	68480	N	78	74	173	173	2
40449	10551	N	-117	-117	134	134	1
40449	60734	N	-24	-24	227	227	0
40449	47596	N	158	158	93	93	1
34410	88161	N	-80	-78	170	170	0
34410	39586	N	-4	-2	246	246	0
34410	97544	N	130	132	118	118	1
10831	5870	N	-76	-76	175	175	0
10831	22501	N	107	106	144	144	0
1849	75096	N	169	168	82	82	0
1849	96432	N	-103	-108	143	143	0
1849	73873	N	-138	-138	113	113	0
1849	103743	N	-138	-138	113	113	1
1849	53284	N	142	142	109	109	0
94910	31521	N	-86	-86	164	164	0
94910	35948	N	145	146	105	105	0
32505	38641	N	-126	-126	125	125	0
32505	1141	N	-52	-52	199	199	1
32505	29087	N	42	42	209	209	2
95689	58349	N	-156	-158	93	93	0
95689	78518	N	-71	-72	179	179	2
52523	1539	N	21	19	230	230	0
89044	817	N	119	119	132	132	0
89044	82269	N	61	60	190	190	1
75096	4936	N	166	167	84	84	0
75096	5429	N	5	6	245	245	1
75096	80087	N	-27	-26	224	224	0
84018	67507	N	-80	-80	171	171	1
47647	61453	N	114	114	137	137	0
47647	30737	N	-164	-164	87	87	0
47647	3094	N	-164	-164	87	87	0
47647	67595	N	70	70	181	181	1
47647	18461	N	-121	-122	129	129	0
47647	61219	N	-124	-124	127	127	0
47647	39927	N	-117	-118	133	133	0
47647	49036	N	-44	-45	206	206	0
83425	18168	N	102	101	149	149	0
83425	97544	N	-75	-76	175	175	0
83425	48525	N	-32	-32	219	219	0
26254	20081	N	55	55	196	196	1
59355	79913	N	124	124	126	126	0
59355	86275	N	154	155	96	96	0
12608	8864	N	-43	-44	207	207	1
12608	66099	N	44	44	207	207	0
12608	3794	N	118	110	133	133	0
18327	68577	N	-3	-2	248	248	2
18327	83942	N	16	15	234	234	2
18327	40623	N	14	13	236	236	0
18327	48577	N	-2	-2	248	248	2
18327	53284	N	-105	-104	146	146	1
38641	61585	N	-143	-145	106	106	1
38641	1141	N	74	74	177	177	0
38641	29087	N	168	168	83	83	0
38641	67705	N	-74	-74	177	177	0
88271	48352	N	79	79	172	172	0
97595	88180	N	0	0	250	250	0
97595	539	N	-128	-127	123	123	0
97595	47743	N	144	144	106	106	0
97595	74183	N	0	0	250	250	1
77672	31442	N	-142	-142	109	109	0
77672	3419	N	-149	-150	101	101	0
77672	61664	N	-26	-30	221	221	0
77672	78083	N	98	97	153	153	0
77672	19332	N	0	0	251	251	0
77672	15225	N	-148	-148	103	103	0
77672	64209	N	-88	-89	162	162	0
77672	82005	N	-142	-142	109	109	0
105113	15659	N	-7	-8	243	243	1
61946	1914	N	166	166	85	85	1
61946	2584	N	80	80	171	171	2
12907	102554	N	-78	-78	173	173	2
12907	41315	N	-80	-82	169	169	1
12907	77848	N	-49	-49	202	202	2
23827	106983	N	-122	-119	128	128	0
23827	7127	N	-20	-18	229	229	1
23827	8516	N	152	156	95	95	1
56106	61270	N	-9	-9	241	241	2
56106	84882	N	-51	-50	200	200	1
56106	65353	N	107	107	143	143	1
3053	8834	N	-143	-128	108	108	1
25121	1914	N	47	47	204	204	2
25121	104275	N	-3	-7	244	244	2
25121	31383	N	-42	-42	209	209	2
25121	68961	N	83	83	168	168	0
61453	82658	N	145	145	106	106	0
61453	98893	N	78	78	173	173	0
61453	67595	N	-44	-44	207	207	1
61453	49036	N	-158	-159	92	92	0
106983	7127	N	102	101	148	148	0
40854	58013	N	0	0	251	251	0
40854	22985	N	77	77	174	174	0
40854	100838	N	121	119	130	130	1
40854	5408	N	121	121	130	130	0
68577	83942	N	19	17	232	232	2
68577	40623	N	17	15	234	234	0
68577	48577	N	1	0	250	250	0
68577	53284	N	-102	-102	149	149	1
63932	82089	N	130	129	121	121	0
63932	37068	N	63	63	188	188	1
63932	6741	N	-38	-38	213	213	0
63932	43590	N	73	72	178	178	0
63932	67563	N	-143	-143	108	108	0
63932	82582	N	64	64	187	187	0
63932	68972	N	72	72	179	179	1
63932	7138	N	-106	-106	145	145	1
63932	67895	N	56	55	195	195	0
63932	50806	N	-72	-72	179	179	0
63932	3308	N	-76	-76	175	175	0
63932	24590	N	-97	-97	154	154	0
82089	37068	N	-67	-66	184	184	1
82089	6741	N	-168	-167	83	83	0
82089	89533	N	124	125	126	126	0
82089	66976	N	-41	-40	210	210	1
82089	43590	N	-57	-57	193	193	1
82089	82582	N	-66	-65	185	185	0
82089	67895	N	-74	-74	176	176	0
31442	61664	N	116	112	135	135	1
31442	19332	N	142	142	109	109	0
31442	13492	N	54	54	197	197	2
3419	61664	N	123	120	127	127	0
3419	9414	N	69	70	181	181	2
3419	19332	N	149	150	101	101	0
3419	11899	N	-52	-52	198	198	2
3419	3643	N	-56	-55	195	195	0
3419	15225	N	1	2	249	249	1
3419	8170	N	-38	-37	213	213	0
3419	64209	N	61	61	189	189	0
45058	33410	N	-136	-137	114	114	0
77414	37546	N	-106	-106	145	145	0
77414	20260	N	141	141	110	110	0
77414	2088	N	76	76	175	175	0
77414	18865	N	0	0	251	251	1
88180	539	N	-128	-127	123	123	0
88180	47743	N	144	144	106	106	0
88180	74183	N	0	0	250	250	1
73605	104275	N	116	112	135	135	0
73605	29779	N	0	0	251	251	0
73605	31383	N	77	77	174	174	2
73605	6892	N	121	117	130	130	1
73605	72494	N	-46	-48	203	203	1
73605	6721	N	73	73	178	178	1
73605	67365	N	114	114	137	137	0
69833	50555	N	16	17	234	234	2
69833	7466	N	151	152	99	99	0
89414	67785	N	-6	-7	244	244	0
89414	33793	N	130	130	121	121	1
89414	70040	N	-109	-110	141	141	0
89414	74263	N	-49	-51	200	200	0
89414	69849	N	164	162	87	87	1
23782	95803	N	56	55	194	194	2
23782	20468	N	74	69	176	176	0
23782	91106	N	122	121	128	128	1
37168	65845	N	-117	-117	134	134	1
14098	87614	N	4	4	247	247	1
14098	38506	N	95	94	156	156	1
14098	41334	N	60	59	191	191	0
14098	93895	N	112	112	139	139	0
69826	68480	N	94	90	157	157	1
69826	10551	N	-101	-101	150	150	1
69826	60734	N	-8	-8	243	243	0
63893	97691	N	71	71	179	179	1
63893	8834	N	61	62	189	189	0
63893	90208	N	52	53	198	198	0
63893	72666	N	-71	-70	180	180	2
63893	58074	N	73	74	177	177	0
63893	44796	N	-37	-36	214	214	0
27843	60653	N	84	82	167	167	1
27843	33793	N	84	84	167	167	2
85835	19558	N	-94	-94	156	156	0
41197	41315	N	-78	-80	171	171	2
41197	58349	N	88	86	163	163	0
41197	77848	N	-47	-47	204	204	1
41197	11362	N	-38	-39	212	212	1
21351	26060	N	150	150	99	99	1
21351	77510	N	43	45	206	206	0
1914	104275	N	-50	-54	197	197	2
1914	68961	N	36	36	215	215	1
28977	14259	N	-151	-151	99	99	0
17115	46333	N	73	74	177	177	0
60409	25339	N	-38	-38	213	213	1
539	74183	N	128	127	123	123	1
90480	55612	N	3	3	248	248	0
30767	23551	N	119	122	129	129	0
45590	62750	N	-82	-82	169	169	0
45590	102380	N	-96	-96	155	155	0
7749	27318	N	-112	-112	139	139	0
88161	39586	N	76	76	174	174	0
61585	79926	N	143	145	106	106	1
61585	67705	N	69	71	180	180	1
76916	20916	N	-57	-59	191	191	0
75980	40123	N	129	129	122	122	0
75980	76394	N	76	75	175	175	1
75980	18168	N	-164	-165	86	86	1
82712	104085	N	162	162	88	88	0
82712	71912	N	47	48	203	203	0
82712	68961	N	-159	-158	92	92	1
86298	71737	N	9	9	241	241	0
86298	23874	N	39	40	211	211	1
86298	100748	N	-93	-93	157	157	1
86298	24169	N	60	61	190	190	1
86298	25696	N	45	46	205	205	0
86298	3254	N	99	100	151	151	1
86298	94676	N	-88	-88	162	162	0
86298	103534	N	29	29	221	221	0
86298	78518	N	-146	-146	104	104	1
48827	18427	N	38	39	212	212	0
48827	103000	N	154	155	96	96	0
18427	103000	N	116	116	135	135	0
54587	8005	N	-9	-10	241	241	1
54587	76250	N	-126	-126	125	125	0
25406	43609	N	-19	-16	232	232	1
25406	89732	N	-38	-36	212	212	2
25406	33793	N	75	78	173	173	2
25406	78136	N	162	164	86	86	0
25406	70040	N	-164	-162	86	86	1
25406	74263	N	-104	-103	145	145	1
25406	54932	N	-28	-25	223	223	1
51937	59542	N	-29	-28	222	222	2
45365	69842	N	0	0	251	251	2
45365	76040	N	-2	-3	248	248	0
45365	32665	N	-72	-72	179	179	2
45365	25923	N	0	0	251	251	0
45365	81144	N	-119	-120	131	131	0
45365	86421	N	13	13	238	238	0
45365	39083	N	96	96	155	155	0
96432	37119	N	-77	-76	170	170	1
96432	77577	N	-138	-133	113	113	1
96432	73873	N	-35	-30	216	216	0
96432	3254	N	-156	-151	95	95	0
96432	103743	N	-35	-30	216	216	2
96432	21943	N	-82	-78	168	168	1
61270	30580	N	134	135	116	116	0
61270	61634	N	150	151	100	100	1
61270	84882	N	-42	-41	209	209	2
61270	96742	N	139	138	111	111	0
71737	23874	N	30	31	220	220	1
71737	100748	N	-102	-102	148	148	1
71737	67156	N	-155	-155	95	95	1
71737	24169	N	51	52	199	199	1
71737	25696	N	36	37	214	214	0
71737	3254	N	90	91	160	160	1
71737	94676	N	-97	-97	153	153	0
71737	103534	N	20	20	230	230	0
71737	78518	N	-155	-155	95	95	1
37068	6741	N	-101	-101	150	150	1
37068	80224	N	153	152	98	98	1
37068	43590	N	10	9	241	241	1
37068	82582	N	1	1	250	250	2
37068	67895	N	-7	-8	243	243	2
37068	50806	N	-135	-135	116	116	1
37068	3308	N	-139	-139	112	112	1
37068	24590	N	-160	-160	91	91	1
1141	29087	N	94	94	157	157	0
1141	67705	N	-148	-148	103	103	0
23190	9592	N	119	119	132	132	0
62750	102380	N	-14	-14	237	237	0
8778	2151	N	-6	-6	245	245	1
8778	93410	N	22	21	229	229	2
36590	7138	N	154	157	94	94	0
36590	35794	N	-116	-114	134	134	0
36590	18606	N	90	92	158	158	1
88270	65625	N	155	156	95	95	0
88270	19441	N	79	80	171	171	0
88270	83837	N	-124	-124	126	126	0
88270	27338	N	-46	-45	205	205	0
87614	41334	N	56	55	195	195	1
87614	93895	N	108	108	143	143	0
60653	89732	N	-113	-112	137	137	1
60653	67785	N	-136	-135	114	114	1
60653	56635	N	-85	-84	165	165	0
30737	3094	N	0	0	251	251	0
30737	18461	N	43	42	208	208	2
30737	39927	N	47	46	204	204	2
30737	22501	N	-134	-135	116	116	0
30737	49036	N	120	119	131	131	1
43516	14177	N	-114	-114	137	137	1
6741	43590	N	111	110	140	140	0
6741	67563	N	-105	-105	146	146	0
6741	82582	N	102	102	149	149	0
6741	68972	N	110	110	141	141	0
6741	67895	N	94	93	157	157	0
6741	58623	N	-146	-146	105	105	0
6741	50806	N	-34	-34	217	217	0
6741	3308	N	-38	-38	213	213	0
6741	24590	N	-59	-59	192	192	0
100294	80224	N	154	154	96	96	1
100294	26306	N	27	28	223	223	2
100294	87720	N	52	53	198	198	1
5810	46700	N	-32	-33	218	218	0
5810	60464	N	-31	-35	216	216	0
37851	6380	N	19	19	232	232	2
37851	28786	N	86	85	165	165	0
37851	103000	N	-156	-156	95	95	0
37851	31214	N	171	170	80	80	0
99553	11968	N	167	66	83	83	0
4936	5429	N	-161	-161	90	90	0
68480	60734	N	-102	-98	149	149	1
41771	71912	N	147	147	104	104	1
47215	19140	N	-120	-122	129	129	0
47215	2121	N	-32	-32	219	219	0
46745	56460	N	-14	-12	237	237	2
46745	96906	N	-153	-151	98	98	1
85616	34228	N	117	117	134	134	0
61664	78083	N	124	127	123	123	0
61664	19332	N	26	30	221	221	0
61664	15225	N	-122	-118	129	129	0
61664	8170	N	-161	-157	90	90	0
61664	64209	N	-62	-59	188	188	0
61664	82005	N	-116	-112	135	135	0
65625	19441	N	-76	-76	175	175	0
30580	99498	N	82	79	169	169	2
30580	23458	N	-159	-162	89	89	0
30580	38506	N	-126	-127	124	124	1
30580	41334	N	-161	-162	89	89	0
30580	96742	N	5	3	246	246	2
30580	23643	N	-134	-134	117	117	0
30580	93895	N	-109	-109	142	142	1
67470	82954	N	163	161	87	87	1
71120	11918	N	-23	-24	227	227	2
40123	76394	N	-53	-54	197	197	0
95803	20468	N	18	14	231	231	1
95803	91106	N	66	66	183	183	2
43609	54932	N	-9	-9	242	242	0
78083	19332	N	-98	-97	153	153	0
78083	78520	N	163	164	87	87	0
78083	9183	N	87	88	163	163	0
33150	102717	N	48	49	202	202	0
33150	50177	N	-146	-145	105	105	0
34860	80227	N	-150	-149	101	101	0
50836	10551	N	158	158	93	93	1
50836	80087	N	156	156	95	95	1
50836	103743	N	-124	-124	127	127	0
63223	23551	N	-133	-133	118	118	0
69842	76040	N	-2	-3	248	248	2
69842	25923	N	0	0	251	251	2
69842	81144	N	-119	-120	131	131	1
69842	86421	N	13	13	238	238	2
69842	39083	N	96	96	155	155	1
6380	28786	N	67	66	184	184	1
6380	31214	N	152	151	99	99	1
104275	29779	N	-116	-112	135	135	0
104275	31383	N	-39	-35	212	212	0
104275	6892	N	5	5	242	242	2
104275	72494	N	-162	-160	87	87	0
104275	6721	N	-43	-39	208	208	1
104275	68961	N	86	90	161	161	0
9414	11899	N	-121	-122	129	129	0
9414	13492	N	-8	-8	243	243	1
9414	15225	N	-68	-68	183	183	2
19332	15225	N	-148	-148	103	103	0
19332	64209	N	-88	-89	162	162	0
19332	82005	N	-142	-142	109	109	0
19140	2121	N	88	90	161	161	1
85949	89732	N	-28	-28	222	222	2
85949	67785	N	-51	-51	199	199	2
85949	33793	N	85	86	165	165	1
85949	69849	N	119	118	131	131	0
29779	31383	N	77	77	174	174	2
29779	6892	N	121	117	130	130	1
29779	72494	N	-46	-48	203	203	1
29779	6721	N	73	73	178	178	1
29779	67365	N	114	114	137	137	0
92200	11968	N	166	69	80	80	0
92498	54651	N	-120	-120	131	131	0
87729	99264	N	-10	-11	240	240	1
87729	83942	N	-119	-121	130	130	1
87729	60734	N	-145	-145	106	106	1
38948	26402	N	31	30	220	220	0
99264	83942	N	-109	-110	140	140	1
92718	53499	N	68	68	183	183	0
102554	9044	N	-123	-123	128	128	0
102554	77848	N	29	29	222	222	2
102554	11362	N	38	37	213	213	2
83942	40623	N	-2	-2	247	247	2
83942	68436	N	-169	-167	82	82	0
83942	48577	N	-18	-17	232	232	2
83942	53284	N	-121	-119	130	130	1
21886	50369	N	31	32	219	219	1
21886	67156	N	-146	-146	104	104	1
21886	93593	N	16	17	234	234	2
21886	19408	N	65	66	185	185	1
99498	65353	N	-100	-98	150	150	0
99498	106806	N	-99	-97	151	151	0
20933	8864	N	168	167	83	83	0
20933	61736	N	12	7	239	239	1
20933	83032	N	108	108	143	143	1
20933	21652	N	-54	-55	196	196	2
20933	68838	N	-9	-10	241	241	2
20933	67156	N	-155	-156	95	95	1
33410	50177	N	-159	-158	92	92	1
50369	37119	N	147	143	104	104	1
50369	93593	N	-15	-15	236	236	1
50369	19408	N	34	34	217	217	0
23874	24169	N	21	21	230	230	1
23874	25696	N	6	6	245	245	1
23874	3254	N	60	60	191	191	1
23874	94676	N	-127	-128	123	123	1
23874	103534	N	-10	-11	240	240	1
23551	1109	N	-151	-151	100	100	1
